,year_month,product,location,quantity,date
2524,2016-06,Medicine_6,Chandrapur,879,2016-06-01
2525,2016-06,Medicine_6,Dhule,1182,2016-06-01
2526,2016-06,Medicine_6,Ichalkaranji,993,2016-06-01
2527,2016-06,Medicine_6,Jalgaon,789,2016-06-01
2528,2016-06,Medicine_6,Jalna,998,2016-06-01
2529,2016-06,Medicine_6,Kolhapur,939,2016-06-01
2530,2016-06,Medicine_6,Latur,1041,2016-06-01
2531,2016-06,Medicine_6,Mumbai,921,2016-06-01
2532,2016-06,Medicine_6,Nagpur,1177,2016-06-01
2533,2016-06,Medicine_6,Nanded,1084,2016-06-01
2534,2016-06,Medicine_6,Nashik,978,2016-06-01
2535,2016-06,Medicine_6,Parbhani,860,2016-06-01
2536,2016-06,Medicine_6,Pune,887,2016-06-01
2537,2016-06,Medicine_6,Satara,949,2016-06-01
2538,2016-06,Medicine_6,Solapur,862,2016-06-01
2539,2016-06,Medicine_6,Thane,999,2016-06-01
2540,2016-06,Medicine_7,Ahmednagar,845,2016-06-01
2541,2016-06,Medicine_7,Akola,871,2016-06-01
2542,2016-06,Medicine_7,Amravati,985,2016-06-01
2543,2016-06,Medicine_7,Aurangabad,859,2016-06-01
2544,2016-06,Medicine_7,Chandrapur,974,2016-06-01
2545,2016-06,Medicine_7,Dhule,996,2016-06-01
2546,2016-06,Medicine_7,Ichalkaranji,1054,2016-06-01
2547,2016-06,Medicine_7,Jalgaon,830,2016-06-01
2548,2016-06,Medicine_7,Jalna,1035,2016-06-01
2549,2016-06,Medicine_7,Kolhapur,827,2016-06-01
2550,2016-06,Medicine_7,Latur,858,2016-06-01
2551,2016-06,Medicine_7,Mumbai,771,2016-06-01
2552,2016-06,Medicine_7,Nagpur,904,2016-06-01
2553,2016-06,Medicine_7,Nanded,1060,2016-06-01
2554,2016-06,Medicine_7,Nashik,745,2016-06-01
2555,2016-06,Medicine_7,Parbhani,1046,2016-06-01
2556,2016-06,Medicine_7,Pune,1069,2016-06-01
2557,2016-06,Medicine_7,Satara,1023,2016-06-01
2558,2016-06,Medicine_7,Solapur,1179,2016-06-01
2559,2016-06,Medicine_7,Thane,820,2016-06-01
2560,2016-06,Medicine_8,Ahmednagar,1187,2016-06-01
2561,2016-06,Medicine_8,Akola,966,2016-06-01
2562,2016-06,Medicine_8,Amravati,916,2016-06-01
2563,2016-06,Medicine_8,Aurangabad,946,2016-06-01
2564,2016-06,Medicine_8,Chandrapur,1173,2016-06-01
2565,2016-06,Medicine_8,Dhule,1013,2016-06-01
2566,2016-06,Medicine_8,Ichalkaranji,1036,2016-06-01
2567,2016-06,Medicine_8,Jalgaon,1018,2016-06-01
2568,2016-06,Medicine_8,Jalna,943,2016-06-01
2569,2016-06,Medicine_8,Kolhapur,995,2016-06-01
2570,2016-06,Medicine_8,Latur,833,2016-06-01
2571,2016-06,Medicine_8,Mumbai,867,2016-06-01
2572,2016-06,Medicine_8,Nagpur,990,2016-06-01
2573,2016-06,Medicine_8,Nanded,939,2016-06-01
2574,2016-06,Medicine_8,Nashik,981,2016-06-01
2575,2016-06,Medicine_8,Parbhani,994,2016-06-01
2576,2016-06,Medicine_8,Pune,886,2016-06-01
2577,2016-06,Medicine_8,Satara,1084,2016-06-01
2578,2016-06,Medicine_8,Solapur,976,2016-06-01
2579,2016-06,Medicine_8,Thane,953,2016-06-01
2580,2016-06,Medicine_9,Ahmednagar,834,2016-06-01
2581,2016-06,Medicine_9,Akola,1029,2016-06-01
2582,2016-06,Medicine_9,Amravati,1026,2016-06-01
2583,2016-06,Medicine_9,Aurangabad,1030,2016-06-01
2584,2016-06,Medicine_9,Chandrapur,894,2016-06-01
2585,2016-06,Medicine_9,Dhule,896,2016-06-01
2586,2016-06,Medicine_9,Ichalkaranji,969,2016-06-01
2587,2016-06,Medicine_9,Jalgaon,853,2016-06-01
2588,2016-06,Medicine_9,Jalna,1080,2016-06-01
2589,2016-06,Medicine_9,Kolhapur,1066,2016-06-01
2590,2016-06,Medicine_9,Latur,1223,2016-06-01
2591,2016-06,Medicine_9,Mumbai,1060,2016-06-01
2592,2016-06,Medicine_9,Nagpur,980,2016-06-01
2593,2016-06,Medicine_9,Nanded,891,2016-06-01
2594,2016-06,Medicine_9,Nashik,905,2016-06-01
2595,2016-06,Medicine_9,Parbhani,1070,2016-06-01
2596,2016-06,Medicine_9,Pune,1136,2016-06-01
2597,2016-06,Medicine_9,Satara,1150,2016-06-01
2598,2016-06,Medicine_9,Solapur,1039,2016-06-01
2599,2016-06,Medicine_9,Thane,1040,2016-06-01
2600,2016-07,Medicine_1,Ahmednagar,818,2016-07-01
2601,2016-07,Medicine_1,Akola,1172,2016-07-01
2602,2016-07,Medicine_1,Amravati,1048,2016-07-01
2603,2016-07,Medicine_1,Aurangabad,1094,2016-07-01
2604,2016-07,Medicine_1,Chandrapur,1214,2016-07-01
2605,2016-07,Medicine_1,Dhule,929,2016-07-01
2606,2016-07,Medicine_1,Ichalkaranji,1004,2016-07-01
2607,2016-07,Medicine_1,Jalgaon,867,2016-07-01
2608,2016-07,Medicine_1,Jalna,853,2016-07-01
2609,2016-07,Medicine_1,Kolhapur,1019,2016-07-01
2610,2016-07,Medicine_1,Latur,1144,2016-07-01
2611,2016-07,Medicine_1,Mumbai,988,2016-07-01
2612,2016-07,Medicine_1,Nagpur,937,2016-07-01
2613,2016-07,Medicine_1,Nanded,911,2016-07-01
2614,2016-07,Medicine_1,Nashik,993,2016-07-01
2615,2016-07,Medicine_1,Parbhani,1002,2016-07-01
2616,2016-07,Medicine_1,Pune,1067,2016-07-01
2617,2016-07,Medicine_1,Satara,928,2016-07-01
2618,2016-07,Medicine_1,Solapur,935,2016-07-01
2619,2016-07,Medicine_1,Thane,1036,2016-07-01
2620,2016-07,Medicine_10,Ahmednagar,1025,2016-07-01
2621,2016-07,Medicine_10,Akola,971,2016-07-01
2622,2016-07,Medicine_10,Amravati,961,2016-07-01
2623,2016-07,Medicine_10,Aurangabad,1209,2016-07-01
2624,2016-07,Medicine_10,Chandrapur,903,2016-07-01
2625,2016-07,Medicine_10,Dhule,986,2016-07-01
2626,2016-07,Medicine_10,Ichalkaranji,960,2016-07-01
2627,2016-07,Medicine_10,Jalgaon,993,2016-07-01
2628,2016-07,Medicine_10,Jalna,967,2016-07-01
2629,2016-07,Medicine_10,Kolhapur,1021,2016-07-01
2630,2016-07,Medicine_10,Latur,998,2016-07-01
2631,2016-07,Medicine_10,Mumbai,1034,2016-07-01
2632,2016-07,Medicine_10,Nagpur,995,2016-07-01
2633,2016-07,Medicine_10,Nanded,1154,2016-07-01
2634,2016-07,Medicine_10,Nashik,1061,2016-07-01
2635,2016-07,Medicine_10,Parbhani,1068,2016-07-01
2636,2016-07,Medicine_10,Pune,1142,2016-07-01
2637,2016-07,Medicine_10,Satara,995,2016-07-01
2638,2016-07,Medicine_10,Solapur,826,2016-07-01
2639,2016-07,Medicine_10,Thane,972,2016-07-01
2640,2016-07,Medicine_2,Ahmednagar,918,2016-07-01
2641,2016-07,Medicine_2,Akola,778,2016-07-01
2642,2016-07,Medicine_2,Amravati,1148,2016-07-01
2643,2016-07,Medicine_2,Aurangabad,833,2016-07-01
2644,2016-07,Medicine_2,Chandrapur,1110,2016-07-01
2645,2016-07,Medicine_2,Dhule,959,2016-07-01
2646,2016-07,Medicine_2,Ichalkaranji,1028,2016-07-01
2647,2016-07,Medicine_2,Jalgaon,1016,2016-07-01
2648,2016-07,Medicine_2,Jalna,1149,2016-07-01
2649,2016-07,Medicine_2,Kolhapur,1192,2016-07-01
2650,2016-07,Medicine_2,Latur,1088,2016-07-01
2651,2016-07,Medicine_2,Mumbai,953,2016-07-01
2652,2016-07,Medicine_2,Nagpur,1106,2016-07-01
2653,2016-07,Medicine_2,Nanded,825,2016-07-01
2654,2016-07,Medicine_2,Nashik,750,2016-07-01
2655,2016-07,Medicine_2,Parbhani,1243,2016-07-01
2656,2016-07,Medicine_2,Pune,1031,2016-07-01
2657,2016-07,Medicine_2,Satara,1153,2016-07-01
2658,2016-07,Medicine_2,Solapur,976,2016-07-01
2659,2016-07,Medicine_2,Thane,1073,2016-07-01
2660,2016-07,Medicine_3,Ahmednagar,1066,2016-07-01
2661,2016-07,Medicine_3,Akola,1098,2016-07-01
2662,2016-07,Medicine_3,Amravati,816,2016-07-01
2663,2016-07,Medicine_3,Aurangabad,872,2016-07-01
2664,2016-07,Medicine_3,Chandrapur,854,2016-07-01
2665,2016-07,Medicine_3,Dhule,1138,2016-07-01
2666,2016-07,Medicine_3,Ichalkaranji,1149,2016-07-01
2667,2016-07,Medicine_3,Jalgaon,1244,2016-07-01
2668,2016-07,Medicine_3,Jalna,1033,2016-07-01
2669,2016-07,Medicine_3,Kolhapur,953,2016-07-01
2670,2016-07,Medicine_3,Latur,969,2016-07-01
2671,2016-07,Medicine_3,Mumbai,1105,2016-07-01
2672,2016-07,Medicine_3,Nagpur,1037,2016-07-01
2673,2016-07,Medicine_3,Nanded,960,2016-07-01
2674,2016-07,Medicine_3,Nashik,1009,2016-07-01
2675,2016-07,Medicine_3,Parbhani,953,2016-07-01
2676,2016-07,Medicine_3,Pune,787,2016-07-01
2677,2016-07,Medicine_3,Satara,1101,2016-07-01
2678,2016-07,Medicine_3,Solapur,1101,2016-07-01
2679,2016-07,Medicine_3,Thane,989,2016-07-01
2680,2016-07,Medicine_4,Ahmednagar,1082,2016-07-01
2681,2016-07,Medicine_4,Akola,965,2016-07-01
2682,2016-07,Medicine_4,Amravati,1067,2016-07-01
2683,2016-07,Medicine_4,Aurangabad,854,2016-07-01
2684,2016-07,Medicine_4,Chandrapur,904,2016-07-01
2685,2016-07,Medicine_4,Dhule,1002,2016-07-01
2686,2016-07,Medicine_4,Ichalkaranji,916,2016-07-01
2687,2016-07,Medicine_4,Jalgaon,1124,2016-07-01
2688,2016-07,Medicine_4,Jalna,957,2016-07-01
2689,2016-07,Medicine_4,Kolhapur,1040,2016-07-01
2690,2016-07,Medicine_4,Latur,1146,2016-07-01
2691,2016-07,Medicine_4,Mumbai,1054,2016-07-01
2692,2016-07,Medicine_4,Nagpur,1004,2016-07-01
2693,2016-07,Medicine_4,Nanded,1063,2016-07-01
2694,2016-07,Medicine_4,Nashik,1128,2016-07-01
2695,2016-07,Medicine_4,Parbhani,1102,2016-07-01
2696,2016-07,Medicine_4,Pune,1036,2016-07-01
2697,2016-07,Medicine_4,Satara,935,2016-07-01
2698,2016-07,Medicine_4,Solapur,1119,2016-07-01
2699,2016-07,Medicine_4,Thane,1061,2016-07-01
2700,2016-07,Medicine_5,Ahmednagar,939,2016-07-01
2701,2016-07,Medicine_5,Akola,918,2016-07-01
2702,2016-07,Medicine_5,Amravati,1099,2016-07-01
2703,2016-07,Medicine_5,Aurangabad,1001,2016-07-01
2704,2016-07,Medicine_5,Chandrapur,962,2016-07-01
2705,2016-07,Medicine_5,Dhule,942,2016-07-01
2706,2016-07,Medicine_5,Ichalkaranji,825,2016-07-01
2707,2016-07,Medicine_5,Jalgaon,1119,2016-07-01
2708,2016-07,Medicine_5,Jalna,843,2016-07-01
2709,2016-07,Medicine_5,Kolhapur,880,2016-07-01
2710,2016-07,Medicine_5,Latur,866,2016-07-01
2711,2016-07,Medicine_5,Mumbai,959,2016-07-01
2712,2016-07,Medicine_5,Nagpur,1163,2016-07-01
2713,2016-07,Medicine_5,Nanded,964,2016-07-01
2714,2016-07,Medicine_5,Nashik,1131,2016-07-01
2715,2016-07,Medicine_5,Parbhani,986,2016-07-01
2716,2016-07,Medicine_5,Pune,969,2016-07-01
2717,2016-07,Medicine_5,Satara,1091,2016-07-01
2718,2016-07,Medicine_5,Solapur,1009,2016-07-01
2719,2016-07,Medicine_5,Thane,930,2016-07-01
2720,2016-07,Medicine_6,Ahmednagar,855,2016-07-01
2721,2016-07,Medicine_6,Akola,976,2016-07-01
2722,2016-07,Medicine_6,Amravati,944,2016-07-01
2723,2016-07,Medicine_6,Aurangabad,910,2016-07-01
2724,2016-07,Medicine_6,Chandrapur,1280,2016-07-01
2725,2016-07,Medicine_6,Dhule,883,2016-07-01
2726,2016-07,Medicine_6,Ichalkaranji,1069,2016-07-01
2727,2016-07,Medicine_6,Jalgaon,1071,2016-07-01
2728,2016-07,Medicine_6,Jalna,952,2016-07-01
2729,2016-07,Medicine_6,Kolhapur,965,2016-07-01
2730,2016-07,Medicine_6,Latur,1120,2016-07-01
2731,2016-07,Medicine_6,Mumbai,1045,2016-07-01
2732,2016-07,Medicine_6,Nagpur,942,2016-07-01
2733,2016-07,Medicine_6,Nanded,1050,2016-07-01
2734,2016-07,Medicine_6,Nashik,1143,2016-07-01
2735,2016-07,Medicine_6,Parbhani,867,2016-07-01
2736,2016-07,Medicine_6,Pune,988,2016-07-01
2737,2016-07,Medicine_6,Satara,1276,2016-07-01
2738,2016-07,Medicine_6,Solapur,975,2016-07-01
2739,2016-07,Medicine_6,Thane,1157,2016-07-01
2740,2016-07,Medicine_7,Ahmednagar,1008,2016-07-01
2741,2016-07,Medicine_7,Akola,875,2016-07-01
2742,2016-07,Medicine_7,Amravati,1067,2016-07-01
2743,2016-07,Medicine_7,Aurangabad,936,2016-07-01
2744,2016-07,Medicine_7,Chandrapur,991,2016-07-01
2745,2016-07,Medicine_7,Dhule,1142,2016-07-01
2746,2016-07,Medicine_7,Ichalkaranji,924,2016-07-01
2747,2016-07,Medicine_7,Jalgaon,1126,2016-07-01
2748,2016-07,Medicine_7,Jalna,959,2016-07-01
2749,2016-07,Medicine_7,Kolhapur,1178,2016-07-01
2750,2016-07,Medicine_7,Latur,1136,2016-07-01
2751,2016-07,Medicine_7,Mumbai,1049,2016-07-01
2752,2016-07,Medicine_7,Nagpur,1173,2016-07-01
2753,2016-07,Medicine_7,Nanded,964,2016-07-01
2754,2016-07,Medicine_7,Nashik,1046,2016-07-01
2755,2016-07,Medicine_7,Parbhani,992,2016-07-01
2756,2016-07,Medicine_7,Pune,1041,2016-07-01
2757,2016-07,Medicine_7,Satara,1109,2016-07-01
2758,2016-07,Medicine_7,Solapur,750,2016-07-01
2759,2016-07,Medicine_7,Thane,1094,2016-07-01
2760,2016-07,Medicine_8,Ahmednagar,995,2016-07-01
2761,2016-07,Medicine_8,Akola,976,2016-07-01
2762,2016-07,Medicine_8,Amravati,784,2016-07-01
2763,2016-07,Medicine_8,Aurangabad,1017,2016-07-01
2764,2016-07,Medicine_8,Chandrapur,1186,2016-07-01
2765,2016-07,Medicine_8,Dhule,987,2016-07-01
2766,2016-07,Medicine_8,Ichalkaranji,1246,2016-07-01
2767,2016-07,Medicine_8,Jalgaon,1247,2016-07-01
2768,2016-07,Medicine_8,Jalna,875,2016-07-01
2769,2016-07,Medicine_8,Kolhapur,803,2016-07-01
2770,2016-07,Medicine_8,Latur,1094,2016-07-01
2771,2016-07,Medicine_8,Mumbai,1283,2016-07-01
2772,2016-07,Medicine_8,Nagpur,968,2016-07-01
2773,2016-07,Medicine_8,Nanded,888,2016-07-01
2774,2016-07,Medicine_8,Nashik,879,2016-07-01
2775,2016-07,Medicine_8,Parbhani,881,2016-07-01
2776,2016-07,Medicine_8,Pune,930,2016-07-01
2777,2016-07,Medicine_8,Satara,1163,2016-07-01
2778,2016-07,Medicine_8,Solapur,1073,2016-07-01
2779,2016-07,Medicine_8,Thane,1024,2016-07-01
2780,2016-07,Medicine_9,Ahmednagar,1241,2016-07-01
2781,2016-07,Medicine_9,Akola,1069,2016-07-01
2782,2016-07,Medicine_9,Amravati,970,2016-07-01
2783,2016-07,Medicine_9,Aurangabad,953,2016-07-01
2784,2016-07,Medicine_9,Chandrapur,892,2016-07-01
2785,2016-07,Medicine_9,Dhule,1279,2016-07-01
2786,2016-07,Medicine_9,Ichalkaranji,905,2016-07-01
2787,2016-07,Medicine_9,Jalgaon,1097,2016-07-01
2788,2016-07,Medicine_9,Jalna,953,2016-07-01
2789,2016-07,Medicine_9,Kolhapur,942,2016-07-01
2790,2016-07,Medicine_9,Latur,1130,2016-07-01
2791,2016-07,Medicine_9,Mumbai,1034,2016-07-01
2792,2016-07,Medicine_9,Nagpur,1126,2016-07-01
2793,2016-07,Medicine_9,Nanded,1117,2016-07-01
2794,2016-07,Medicine_9,Nashik,808,2016-07-01
2795,2016-07,Medicine_9,Parbhani,1161,2016-07-01
2796,2016-07,Medicine_9,Pune,874,2016-07-01
2797,2016-07,Medicine_9,Satara,839,2016-07-01
2798,2016-07,Medicine_9,Solapur,986,2016-07-01
2799,2016-07,Medicine_9,Thane,851,2016-07-01
2800,2016-08,Medicine_1,Ahmednagar,1141,2016-08-01
2801,2016-08,Medicine_1,Akola,914,2016-08-01
2802,2016-08,Medicine_1,Amravati,819,2016-08-01
2803,2016-08,Medicine_1,Aurangabad,1050,2016-08-01
2804,2016-08,Medicine_1,Chandrapur,1069,2016-08-01
2805,2016-08,Medicine_1,Dhule,966,2016-08-01
2806,2016-08,Medicine_1,Ichalkaranji,1155,2016-08-01
2807,2016-08,Medicine_1,Jalgaon,1021,2016-08-01
2808,2016-08,Medicine_1,Jalna,835,2016-08-01
2809,2016-08,Medicine_1,Kolhapur,709,2016-08-01
2810,2016-08,Medicine_1,Latur,1126,2016-08-01
2811,2016-08,Medicine_1,Mumbai,1186,2016-08-01
2812,2016-08,Medicine_1,Nagpur,856,2016-08-01
2813,2016-08,Medicine_1,Nanded,972,2016-08-01
2814,2016-08,Medicine_1,Nashik,854,2016-08-01
2815,2016-08,Medicine_1,Parbhani,1069,2016-08-01
2816,2016-08,Medicine_1,Pune,943,2016-08-01
2817,2016-08,Medicine_1,Satara,1006,2016-08-01
2818,2016-08,Medicine_1,Solapur,974,2016-08-01
2819,2016-08,Medicine_1,Thane,1160,2016-08-01
2820,2016-08,Medicine_10,Ahmednagar,1033,2016-08-01
2821,2016-08,Medicine_10,Akola,1057,2016-08-01
2822,2016-08,Medicine_10,Amravati,811,2016-08-01
2823,2016-08,Medicine_10,Aurangabad,1021,2016-08-01
2824,2016-08,Medicine_10,Chandrapur,1057,2016-08-01
2825,2016-08,Medicine_10,Dhule,851,2016-08-01
2826,2016-08,Medicine_10,Ichalkaranji,986,2016-08-01
2827,2016-08,Medicine_10,Jalgaon,878,2016-08-01
2828,2016-08,Medicine_10,Jalna,957,2016-08-01
2829,2016-08,Medicine_10,Kolhapur,1109,2016-08-01
2830,2016-08,Medicine_10,Latur,823,2016-08-01
2831,2016-08,Medicine_10,Mumbai,1106,2016-08-01
2832,2016-08,Medicine_10,Nagpur,935,2016-08-01
2833,2016-08,Medicine_10,Nanded,859,2016-08-01
2834,2016-08,Medicine_10,Nashik,1002,2016-08-01
2835,2016-08,Medicine_10,Parbhani,1021,2016-08-01
2836,2016-08,Medicine_10,Pune,1112,2016-08-01
2837,2016-08,Medicine_10,Satara,1181,2016-08-01
2838,2016-08,Medicine_10,Solapur,1087,2016-08-01
2839,2016-08,Medicine_10,Thane,1059,2016-08-01
2840,2016-08,Medicine_2,Ahmednagar,1027,2016-08-01
2841,2016-08,Medicine_2,Akola,930,2016-08-01
2842,2016-08,Medicine_2,Amravati,1129,2016-08-01
2843,2016-08,Medicine_2,Aurangabad,912,2016-08-01
2844,2016-08,Medicine_2,Chandrapur,1017,2016-08-01
2845,2016-08,Medicine_2,Dhule,961,2016-08-01
2846,2016-08,Medicine_2,Ichalkaranji,929,2016-08-01
2847,2016-08,Medicine_2,Jalgaon,896,2016-08-01
2848,2016-08,Medicine_2,Jalna,937,2016-08-01
2849,2016-08,Medicine_2,Kolhapur,1065,2016-08-01
2850,2016-08,Medicine_2,Latur,1198,2016-08-01
2851,2016-08,Medicine_2,Mumbai,910,2016-08-01
2852,2016-08,Medicine_2,Nagpur,867,2016-08-01
2853,2016-08,Medicine_2,Nanded,857,2016-08-01
2854,2016-08,Medicine_2,Nashik,1007,2016-08-01
2855,2016-08,Medicine_2,Parbhani,1058,2016-08-01
2856,2016-08,Medicine_2,Pune,970,2016-08-01
2857,2016-08,Medicine_2,Satara,1033,2016-08-01
2858,2016-08,Medicine_2,Solapur,1154,2016-08-01
2859,2016-08,Medicine_2,Thane,1097,2016-08-01
2860,2016-08,Medicine_3,Ahmednagar,910,2016-08-01
2861,2016-08,Medicine_3,Akola,1031,2016-08-01
2862,2016-08,Medicine_3,Amravati,1012,2016-08-01
2863,2016-08,Medicine_3,Aurangabad,1087,2016-08-01
2864,2016-08,Medicine_3,Chandrapur,950,2016-08-01
2865,2016-08,Medicine_3,Dhule,926,2016-08-01
2866,2016-08,Medicine_3,Ichalkaranji,1091,2016-08-01
2867,2016-08,Medicine_3,Jalgaon,1064,2016-08-01
2868,2016-08,Medicine_3,Jalna,1084,2016-08-01
2869,2016-08,Medicine_3,Kolhapur,1296,2016-08-01
2870,2016-08,Medicine_3,Latur,1029,2016-08-01
2871,2016-08,Medicine_3,Mumbai,976,2016-08-01
2872,2016-08,Medicine_3,Nagpur,955,2016-08-01
2873,2016-08,Medicine_3,Nanded,927,2016-08-01
2874,2016-08,Medicine_3,Nashik,1035,2016-08-01
2875,2016-08,Medicine_3,Parbhani,1051,2016-08-01
2876,2016-08,Medicine_3,Pune,976,2016-08-01
2877,2016-08,Medicine_3,Satara,956,2016-08-01
2878,2016-08,Medicine_3,Solapur,973,2016-08-01
2879,2016-08,Medicine_3,Thane,965,2016-08-01
2880,2016-08,Medicine_4,Ahmednagar,899,2016-08-01
2881,2016-08,Medicine_4,Akola,1038,2016-08-01
2882,2016-08,Medicine_4,Amravati,926,2016-08-01
2883,2016-08,Medicine_4,Aurangabad,871,2016-08-01
2884,2016-08,Medicine_4,Chandrapur,1085,2016-08-01
2885,2016-08,Medicine_4,Dhule,804,2016-08-01
2886,2016-08,Medicine_4,Ichalkaranji,1122,2016-08-01
2887,2016-08,Medicine_4,Jalgaon,718,2016-08-01
2888,2016-08,Medicine_4,Jalna,1009,2016-08-01
2889,2016-08,Medicine_4,Kolhapur,839,2016-08-01
2890,2016-08,Medicine_4,Latur,975,2016-08-01
2891,2016-08,Medicine_4,Mumbai,1067,2016-08-01
2892,2016-08,Medicine_4,Nagpur,1043,2016-08-01
2893,2016-08,Medicine_4,Nanded,926,2016-08-01
2894,2016-08,Medicine_4,Nashik,1073,2016-08-01
2895,2016-08,Medicine_4,Parbhani,1145,2016-08-01
2896,2016-08,Medicine_4,Pune,999,2016-08-01
2897,2016-08,Medicine_4,Satara,964,2016-08-01
2898,2016-08,Medicine_4,Solapur,1265,2016-08-01
2899,2016-08,Medicine_4,Thane,929,2016-08-01
2900,2016-08,Medicine_5,Ahmednagar,1077,2016-08-01
2901,2016-08,Medicine_5,Akola,1040,2016-08-01
2902,2016-08,Medicine_5,Amravati,925,2016-08-01
2903,2016-08,Medicine_5,Aurangabad,1076,2016-08-01
2904,2016-08,Medicine_5,Chandrapur,1311,2016-08-01
2905,2016-08,Medicine_5,Dhule,972,2016-08-01
2906,2016-08,Medicine_5,Ichalkaranji,972,2016-08-01
2907,2016-08,Medicine_5,Jalgaon,1112,2016-08-01
2908,2016-08,Medicine_5,Jalna,944,2016-08-01
2909,2016-08,Medicine_5,Kolhapur,992,2016-08-01
2910,2016-08,Medicine_5,Latur,1095,2016-08-01
2911,2016-08,Medicine_5,Mumbai,1081,2016-08-01
2912,2016-08,Medicine_5,Nagpur,972,2016-08-01
2913,2016-08,Medicine_5,Nanded,1158,2016-08-01
2914,2016-08,Medicine_5,Nashik,905,2016-08-01
2915,2016-08,Medicine_5,Parbhani,869,2016-08-01
2916,2016-08,Medicine_5,Pune,1146,2016-08-01
2917,2016-08,Medicine_5,Satara,1042,2016-08-01
2918,2016-08,Medicine_5,Solapur,1242,2016-08-01
2919,2016-08,Medicine_5,Thane,1281,2016-08-01
2920,2016-08,Medicine_6,Ahmednagar,1003,2016-08-01
2921,2016-08,Medicine_6,Akola,1052,2016-08-01
2922,2016-08,Medicine_6,Amravati,932,2016-08-01
2923,2016-08,Medicine_6,Aurangabad,847,2016-08-01
2924,2016-08,Medicine_6,Chandrapur,1051,2016-08-01
2925,2016-08,Medicine_6,Dhule,1195,2016-08-01
2926,2016-08,Medicine_6,Ichalkaranji,888,2016-08-01
2927,2016-08,Medicine_6,Jalgaon,1046,2016-08-01
2928,2016-08,Medicine_6,Jalna,1001,2016-08-01
2929,2016-08,Medicine_6,Kolhapur,1231,2016-08-01
2930,2016-08,Medicine_6,Latur,1045,2016-08-01
2931,2016-08,Medicine_6,Mumbai,1051,2016-08-01
2932,2016-08,Medicine_6,Nagpur,1019,2016-08-01
2933,2016-08,Medicine_6,Nanded,804,2016-08-01
2934,2016-08,Medicine_6,Nashik,975,2016-08-01
2935,2016-08,Medicine_6,Parbhani,889,2016-08-01
2936,2016-08,Medicine_6,Pune,952,2016-08-01
2937,2016-08,Medicine_6,Satara,838,2016-08-01
2938,2016-08,Medicine_6,Solapur,1198,2016-08-01
2939,2016-08,Medicine_6,Thane,859,2016-08-01
2940,2016-08,Medicine_7,Ahmednagar,931,2016-08-01
2941,2016-08,Medicine_7,Akola,1089,2016-08-01
2942,2016-08,Medicine_7,Amravati,1011,2016-08-01
2943,2016-08,Medicine_7,Aurangabad,993,2016-08-01
2944,2016-08,Medicine_7,Chandrapur,1059,2016-08-01
2945,2016-08,Medicine_7,Dhule,1159,2016-08-01
2946,2016-08,Medicine_7,Ichalkaranji,980,2016-08-01
2947,2016-08,Medicine_7,Jalgaon,1098,2016-08-01
2948,2016-08,Medicine_7,Jalna,904,2016-08-01
2949,2016-08,Medicine_7,Kolhapur,1064,2016-08-01
2950,2016-08,Medicine_7,Latur,1089,2016-08-01
2951,2016-08,Medicine_7,Mumbai,893,2016-08-01
2952,2016-08,Medicine_7,Nagpur,929,2016-08-01
2953,2016-08,Medicine_7,Nanded,1071,2016-08-01
2954,2016-08,Medicine_7,Nashik,794,2016-08-01
2955,2016-08,Medicine_7,Parbhani,917,2016-08-01
2956,2016-08,Medicine_7,Pune,1249,2016-08-01
2957,2016-08,Medicine_7,Satara,1165,2016-08-01
2958,2016-08,Medicine_7,Solapur,1063,2016-08-01
2959,2016-08,Medicine_7,Thane,828,2016-08-01
2960,2016-08,Medicine_8,Ahmednagar,1102,2016-08-01
2961,2016-08,Medicine_8,Akola,1088,2016-08-01
2962,2016-08,Medicine_8,Amravati,918,2016-08-01
2963,2016-08,Medicine_8,Aurangabad,1063,2016-08-01
2964,2016-08,Medicine_8,Chandrapur,1020,2016-08-01
2965,2016-08,Medicine_8,Dhule,1091,2016-08-01
2966,2016-08,Medicine_8,Ichalkaranji,1217,2016-08-01
2967,2016-08,Medicine_8,Jalgaon,1235,2016-08-01
2968,2016-08,Medicine_8,Jalna,948,2016-08-01
2969,2016-08,Medicine_8,Kolhapur,1092,2016-08-01
2970,2016-08,Medicine_8,Latur,1053,2016-08-01
2971,2016-08,Medicine_8,Mumbai,1212,2016-08-01
2972,2016-08,Medicine_8,Nagpur,976,2016-08-01
2973,2016-08,Medicine_8,Nanded,985,2016-08-01
2974,2016-08,Medicine_8,Nashik,1196,2016-08-01
2975,2016-08,Medicine_8,Parbhani,778,2016-08-01
2976,2016-08,Medicine_8,Pune,1054,2016-08-01
2977,2016-08,Medicine_8,Satara,809,2016-08-01
2978,2016-08,Medicine_8,Solapur,1097,2016-08-01
2979,2016-08,Medicine_8,Thane,922,2016-08-01
2980,2016-08,Medicine_9,Ahmednagar,873,2016-08-01
2981,2016-08,Medicine_9,Akola,862,2016-08-01
2982,2016-08,Medicine_9,Amravati,1057,2016-08-01
2983,2016-08,Medicine_9,Aurangabad,852,2016-08-01
2984,2016-08,Medicine_9,Chandrapur,1066,2016-08-01
2985,2016-08,Medicine_9,Dhule,1001,2016-08-01
2986,2016-08,Medicine_9,Ichalkaranji,1211,2016-08-01
